,MarketCap,PriceToBook,Beta,DividendYield,Return_6m,Momentum_6m,Volatility,BookValue,PE,PB,ROE,ROA,DebtToEquity
GILD,0.8299319727891157,0.6984126984126984,0.018140589569160998,0.7165532879818595,0.5351473922902494,0.5351473922902494,0.07029478458049887,0.23129251700680276,0.41043083900226757,0.6984126984126984,0.782312925170068,0.891156462585034,0.7004879848616331
GPN,0.2675736961451247,0.02947845804988662,0.4467120181405896,0.2652483089553102,0.6893424036281179,0.6893424036281179,0.6575963718820862,0.9138321995464853,0.14058956916099774,0.02947845804988662,0.1383219954648526,0.26077097505668934,0.49290020917927885
GL,0.054421768707483,0.24036281179138322,0.14965986394557823,0.1659222611603564,0.7573696145124716,0.7573696145124716,0.435374149659864,0.8049886621315193,0.04761904761904762,0.24036281179138322,0.6122448979591837,0.25623582766439834,0.36001825688043654
GDDY,0.3764172335600907,0.9909297052154196,0.6303854875283447,,0.6349206349206349,0.6349206349206349,0.7074829931972789,0.01360544217687075,0.764172335600907,0.9909297052154196,0.9863945578231292,0.7074829931972789,0.9973703532358695
GS,0.8956916099773236,0.1383219954648526,0.8095238095238095,0.4943310657596372,0.3333333333333333,0.33333333333333337,0.5079365079365079,0.9954648526077098,0.14512471655328799,0.1383219954648526,0.37188208616780044,0.024943310657596373,0.9675558202467897
HAL,0.21541950113378686,0.18594104308390022,0.691609977324263,0.7767441860465115,0.9931972789115646,0.9931972789115646,0.963718820861678,0.16780045351473924,0.0272108843537415,0.18594104308390022,0.6303854875283447,0.8049886621315193,0.5686719575824601
HIG,0.5079365079365079,0.31746031746031744,0.23696145124716556,0.38121546961325964,0.7097505668934241,0.7097505668934241,0.6349206349206349,0.7709750566893354,0.1292517006802721,0.31746031746031744,0.5578231292517004,0.23242630385487528,0.14802434510798346
HAS,0.02947845804988662,0.7482993197278912,0.1383219954648526,0.9026901465925856,0.4965986394557823,0.4965986394557823,0.5192743764172336,0.09297052154195011,0.4013605442176871,0.7482993197278912,0.8367346938775511,0.7528344671201814,0.9138158936758518
HCA,0.7596371882086168,0.0022675736961451248,0.909297052154195,0.14285714285714285,0.46485260770975056,0.4648526077097505,0.7165532879818595,0.0,0.21541950113378686,0.0022675736961451248,1.0,0.8752834467120182,
DOC,0.09977324263038549,0.12698412698412698,0.5204081632653061,0.9859318996415771,0.4308390022675737,0.4308390022675737,0.41043083900226757,0.163265306122449,0.8526077097505669,0.12698412698412698,0.03854875283446712,0.08843537414965986,0.6388488175978757
HSIC,0.024943310657596373,0.36507936507936495,0.36054421768707484,,0.8140589569160998,0.8140589569160998,0.5011337868480726,0.42403628117913833,0.45351473922902497,0.36507936507936495,0.1927437641723356,0.41043083900226757,0.4383501451748418
HSY,0.4943310657596372,0.7505668934240363,0.026077097505668938,0.7256235827664399,0.8185941043083901,0.8185941043083901,0.01360544217687075,0.3673469387755102,0.4376417233560091,0.7505668934240363,0.8185941043083901,0.8503401360544218,0.7144774368217591
HES,0.54421768707483,0.5147392290249433,0.19047619047619044,0.36447962896325614,0.9795918367346939,0.9795918367346939,0.9206349206349207,0.5714285714285714,0.3378684807256236,0.5147392290249433,0.6485260770975041,0.8208616780045351,0.5217066754057768
HPE,0.3242630385487528,0.024943310657596373,0.8072562358276649,0.7022547891560186,0.7392290249433107,0.7392290249433107,0.6825396825396826,0.3106575963718821,0.020408163265306124,0.024943310657596373,0.3650793650793651,0.1564625850340136,0.46563441076336376
HOLX,0.11111111111111112,0.4036281179138322,0.14399092970521543,,0.5850340136054422,0.5850340136054422,0.4761904761904762,0.3469387755102041,0.5215419501133787,0.4036281179138322,0.35827664399092973,0.6281179138321992,0.34126696801376394
HD,0.9523809523809524,0.9841269841269842,0.5453514739229025,0.5952380952380952,0.15419501133786848,0.15419501133786848,0.16780045351473924,0.07256235827664399,0.5351473922902494,0.9841269841269842,0.9909297052154196,0.9365079365079366,0.9873023463090724
HON,0.854875283446712,0.7573696145124716,0.5510204081632654,0.47392290249433106,0.528344671201814,0.528344671201814,0.2562358276643991,0.4285714285714286,0.5419501133786848,0.7573696145124716,0.7845804988662132,0.671201814058957,0.8287597838145097
HRL,0.17687074829931973,0.2675736961451247,0.036281179138321996,0.8492063492063493,0.8049886621315193,0.8049886621315193,0.061224489795918366,0.22448979591836735,0.4444444444444445,0.2675736961451247,0.256235827664399,0.4489795918367347,0.217803424604701
HST,0.06349206349206349,0.14512471655328799,0.8151927437641724,0.9439987076624845,0.9138321995464853,0.9138321995464853,0.8934240362811792,0.11111111111111112,0.20634920634920634,0.14512471655328799,0.2743764172335601,0.3378684807256236,0.5755664796332158
HWM,0.6938775510204082,0.8820861678004536,0.8390022675736961,0.013872930763011193,0.8934240362811792,0.8934240362811792,0.8798185941043084,0.1655328798185941,0.8934240362811792,0.8820861678004536,0.7278911564625851,0.8367346938775511,0.4815206780368458
HUBB,0.24943310657596374,0.6780045351473923,0.4421768707482993,0.35487528344671204,0.5555555555555556,0.5555555555555556,0.2630385487528345,0.7913832199546486,0.526077097505669,0.6780045351473923,0.6825396825396826,0.8321995464852607,0.3810651182269913
HUM,0.4376417233560091,0.18820861678004536,0.11337868480725624,0.3242630385487528,0.6870748299319728,0.6870748299319728,0.3900226757369615,0.9682539682539683,0.31519274376417233,0.18820861678004536,0.28004535147392295,0.42403628117913833,0.5254972875226039
HBAN,0.321995464852609,0.07482993197278912,0.40362811791383224,0.8684807256235828,0.4943310657596372,0.4943310657596372,0.8140589569160998,0.18140589569160998,0.09750566893424037,0.07482993197278912,0.29705215419501135,0.04081632653061225,
HII,0.03854875283446712,0.23356009070294786,0.022675736961451247,0.5408896131329591,0.8253968253968255,0.8253968253968254,0.4399092970521542,0.9501133786848073,0.26077097505668934,0.23356009070294786,0.3764172335600907,0.29705215419501135,0.474227892598234
IBM,0.9274376417233561,0.7913832199546487,0.19727891156462585,0.6122448979591837,0.8480725623582767,0.8480725623582767,0.24943310657596374,0.4671201814058955,0.8503401360544218,0.7913832199546487,0.64172335600907,0.3945578231292521,0.8867426514101922
IEX,0.13605442176870747,0.5170068027210885,0.5600907029478458,0.36054421768707484,0.3287981859410431,0.3287981859410431,0.16099773242630405,0.7120181405895691,0.6485260770975055,0.5170068027210885,0.3877551020408163,0.6235827664399093,0.31330968530592374
IDXX,0.5328798185941044,0.9614512471655329,0.9274376417233555,,0.034013605442176874,0.03401360544217687,0.6167800453514739,0.27891156462585037,0.873015873015873,0.9614512471655329,0.9229024943310654,0.9909297052154196,0.48648354755225004
ITW,0.7165532879818595,0.9387755102040817,0.6394557823129252,0.5736961451247166,0.4013605442176871,0.4013605442176871,0.08843537414965986,0.1383219954648526,0.45124716553287986,0.9387755102040817,0.9614512471655329,0.9501133786848073,0.8913853264276621
INCY,0.09297052154195011,0.4625850340136055,0.22222222222222224,,0.7301587301587302,0.7301587301587301,0.5736961451247166,0.30839002267573695,0.9909297052154196,0.4625850340136055,0.006802721088435373,0.11111111111111112,0.005063870934907629
IR,0.4557823129251701,0.45578231292517,0.8684807256235828,0.0037675357224229407,0.23129251700680273,0.23129251700680276,0.5918367346938775,0.41723356009070295,0.8140589569160998,0.45578231292517,0.17460317460317462,0.4920634920634921,0.28330722657513
PODD,0.31519274376417233,0.9138321995464853,0.7482993197278912,,0.11564625850340136,0.11564625850340138,0.891156462585034,0.2630385487528345,0.9047619047619048,0.9138321995464853,0.8253968253968252,0.6303854875283447,0.7024254136498151
ICE,0.8049886621315193,0.5238095238095238,0.6349206349206349,0.2233560090702948,0.19501133786848074,0.19501133786848074,0.09297052154195011,0.6780045351473923,0.7891156462585034,0.5238095238095238,0.300453514739229,0.11564625850340136,0.4919812164855576
