,PE,PB,ROE,ROA,DebtToEquity,Beta,MarketCap,DividendYield,52WeekChange,Momentum_6m,Volatility,Return_6m
T,16.93865,1.9149674,0.10885,0.041739997,119.246,0.589,198670516224,4.02,0.64035606,0.27399552751246947,0.22805789726617445,0.27399552751246947
ATO,23.104586,2.0028815,0.09009,0.03504,66.587,0.68,25598064640,2.17,0.3424405,0.16166106352584486,0.16788097174215513,0.16166106352584486
ADP,30.755882,20.851084,0.76289004,0.055710003,72.864,0.749,122087047168,2.06,0.2348175,0.05452806556172618,0.190262775525602,0.05452806556172618
AVB,26.258385,2.5221937,0.096920006,0.02931,69.681,0.874,30093959168,3.35,0.08396864,-0.05637641732561827,0.2142753529614218,-0.05637641732561827
AVY,19.71922,6.20173,0.31949,0.08647,159.369,0.86,13396170752,2.22,-0.2353419,-0.16127188990753882,0.2174184691687901,-0.16127188990753882
BKR,12.5716715,2.140574,0.18035999,0.05787,35.011,1.066,36494274560,2.54,0.1337719,0.0035340632040781195,0.36086180896248676,0.0035340632040781195
BALL,37.846714,2.559609,0.08805,0.04004,101.467,1.016,14641350656,1.56,-0.25324392,-0.1749792320917991,0.25876096257676484,-0.1749792320917991
BDX,32.957127,1.9318582,0.058870003,0.0312,76.344,0.376,48735195136,2.45,-0.27756947,-0.27871893417647486,0.2779804886007007,-0.27871893417647486
BBY,16.079462,5.181066,0.31633,0.072859995,144.836,1.443,14546504704,5.67,-0.09977174,-0.21704144493560007,0.4380526139659153,-0.21704144493560007
TECH,52.22959,3.8888469,0.07825,0.05683,19.01,1.451,8091734528,0.64,-0.35787296,-0.2748076498808969,0.3841798125092759,-0.2748076498808969
BMY,18.65485,5.8507895,0.31986,0.07237,293.85,0.411,101743820800,5.0,0.12775636,-0.026767101746398292,0.3000148384849856,-0.026767101746398292
AVGO,95.01395,3.449452,0.14845,0.069759995,166.032,1.068,960514359296,1.2,0.5439203,0.14441709460836272,0.630337307198947,0.14441709460836272
BR,34.79805,11.401339,0.33918,0.09024,144.13,1.069,27161686016,1.54,0.14664316,0.09816482505189938,0.2226303136897793,0.09816482505189938
BRO,30.662954,4.6316323,0.16519,0.05683,59.026,0.75,31549808640,0.55,0.30562878,0.05093320869330675,0.21425370472446623,0.05093320869330675
BF-B,16.454546,4.251978,0.27985,0.0896,74.889,0.695,16282322944,2.65,-0.28714526,-0.2556480131129534,0.32235803313019445,-0.2556480131129534
BG,9.907385,1.0697731,0.10438,0.03886,65.02,0.569,10604907520,3.47,-0.22412258,-0.08315757587967976,0.27363174879500657,-0.08315757587967976
CHRW,21.95346,6.4145746,0.3211,0.0887,99.658,0.873,10875110400,2.75,0.111822605,-0.13783620568520794,0.2917249081419527,-0.13783620568520794
CPB,20.800404,2.7425272,0.13423,0.064959995,205.496,0.183,10729990144,4.35,-0.20031196,-0.21543665975268866,0.24435201700106285,-0.21543665975268866
CARR,46.399998,4.353537,0.11125,0.04145,81.85,1.208,60133560320,1.29,0.124174595,-0.06386579267155135,0.33253072881089024,-0.06386579267155135
CAT,15.55439,8.381479,0.55646,0.09349,213.547,1.198,149966995456,1.8,-0.067676306,-0.17015068475525463,0.303108850781654,-0.17015068475525463
CBOE,30.142857,5.3162913,0.1851,0.09678,37.37,0.468,22757058560,1.14,0.23120165,0.024127020193213777,0.22580868996936235,0.024127020193213777
CDW,20.808031,9.346785,0.49043998,0.07495,271.148,0.97,21852237824,1.54,-0.26033884,-0.2406538187284557,0.31012553451045277,-0.2406538187284557
COR,41.137394,248.4431,1.98149,0.02861,2689.426,0.544,56260063232,0.76,0.296852,0.2490642003204555,0.1879770508861933,0.2490642003204555
CNP,26.196012,2.3100815,0.092209995,0.02971,202.529,0.636,25306329088,2.28,0.31069613,0.3348024017212752,0.20540531517883504,0.3348024017212752
CF,11.772256,2.70396,0.18503,0.07745,42.756,0.826,13208325120,2.51,0.07463896,-0.012987678560649973,0.31595813669836953,-0.012987678560649973
CVX,14.204733,1.6035447,0.11266,0.056160003,19.334,0.913,241169645568,5.02,-0.14970356,-0.050461292357365184,0.25037912609140833,-0.050461292357365184
CB,13.736639,1.7396103,0.12855,0.0271,29.874,0.477,114331140096,1.28,0.13981652,-0.00013389959028009546,0.21241148678310565,-0.00013389959028009546
CHD,39.87983,5.018634,0.13354999,0.08206,48.455,0.547,22868541440,1.28,-0.12939405,-0.07163310633874842,0.2049745137232894,-0.07163310633874842
CI,28.574198,2.312689,0.086260006,0.03925,77.521,0.516,93967392768,1.8,-0.018506587,0.1306934796435817,0.26788737120868145,0.1306934796435817
CINF,15.335333,1.6022537,0.10974,0.03222,6.4,0.546,21980250112,2.49,0.19582689,0.0019444201339078315,0.25082353506260213,0.0019444201339078315
CTAS,48.716434,18.499912,0.40296,0.15531999,58.617,1.194,84978999296,0.74,0.24354637,0.010011300801981982,0.2521511683137939,0.010011300801981982
CSCO,25.774122,5.133211,0.20019,0.065560006,71.21,0.854,233784197120,2.82,0.23344648,0.06987412195060982,0.2275029767381386,0.06987412195060982
CLX,38.049046,-419.33932,2.7610598,0.11265001,2555.372,0.603,17202251776,3.52,0.0022426844,-0.0949722432812562,0.2128245669065729,-0.0949722432812562
CME,28.003016,3.7072077,0.13387,0.01762,14.045,0.447,100406829056,3.9,0.3345052,0.2697650750171443,0.17430555437970188,0.2697650750171443
CMS,21.661242,2.699867,0.11234,0.03091,190.138,0.341,21900361728,2.97,0.18534768,0.0694928108406605,0.17004972020223685,0.0694928108406605
KO,28.708836,11.741952,0.38776,0.08894,176.951,0.454,307671433216,2.86,0.14669454,0.10675295774115523,0.16529975270089953,0.10675295774115523
CTSH,16.077896,2.5270507,0.16605,0.10094,7.913,1.033,37645983744,1.65,0.13554716,0.01869924424697733,0.24995650563361335,0.01869924424697733
CL,25.866856,203.81696,4.51259,0.16023001,1128.104,0.396,73999441920,2.29,-0.023578823,-0.025113053542040187,0.20303562941261263,-0.025113053542040187
CMCSA,8.417487,1.4769436,0.18049,0.05451,113.542,0.943,127599198208,3.9,-0.12587231,-0.1734048030292965,0.2817543535523177,-0.1734048030292965
CAG,35.617645,1.3169484,0.03658,0.05133,92.778,0.267,11561706496,5.79,-0.20954561,-0.14339992031849935,0.23996063917428315,-0.14339992031849935
COP,11.797695,1.8142796,0.16209,0.08403,39.12,0.841,116480622592,3.44,-0.2583654,-0.08584042722537633,0.3213808664096688,-0.08584042722537633
CEG,20.439024,5.777387,0.30115,0.05151,66.438,1.021,76140601344,0.64,0.23480964,-0.0798993103892972,0.695759944920023,-0.0798993103892972
GLW,86.77885,3.4108088,0.048660003,0.03524,65.034,1.021,38517075968,2.5,0.3279953,-0.0688141298609044,0.3405839168517933,-0.0688141298609044
CTVA,51.504097,1.8109112,0.035,0.02911,13.229,0.727,42917244928,1.1,0.085024476,0.039276662517169436,0.2598238203862254,0.039276662517169436
COST,59.28806,17.56805,0.32894,0.087349996,31.431,0.939,449291157504,0.52,0.3429762,0.14443895217415958,0.2215727124327546,0.14443895217415958
CTRA,16.816,1.4128718,0.08565,0.04121,28.957,0.455,19273558016,3.54,-0.11706281,0.07684580248768302,0.2825077810163437,0.07684580248768302
CSX,16.979166,4.403365,0.26121,0.07445,162.012,1.223,53585637376,1.85,-0.16957164,-0.13577190961318064,0.25079507831916725,-0.13577190961318064
CMI,10.65333,4.043115,0.38356,0.07453,67.978,1.069,41630756864,2.47,0.05036688,-0.0784001018412761,0.3037177337778734,-0.0784001018412761
CVS,16.619331,1.142344,0.06934,0.02307,105.321,0.569,87905837056,3.83,0.24239719,0.2666133915182882,0.3769755506968952,0.2666133915182882
DHR,39.030098,2.8287456,0.07219,0.03928,34.562,0.895,143853256704,0.65,-0.20802802,-0.1695294634674489,0.28581504215641845,-0.1695294634674489
DRI,22.737316,10.720246,0.48222,0.07198,357.83,0.934,23601803264,2.8,0.33909547,0.263974456762478,0.3013858027543382,0.263974456762478
DE,21.640303,5.894632,0.27745,0.0496,289.674,1.012,132505731072,1.35,0.19717681,0.2111787407442065,0.28872233237358963,0.2111787407442065
DAL,7.6897163,1.8211211,0.27521,0.04735,151.356,1.233,28318658560,1.45,-0.19495636,-0.2417911843270404,0.46991486877916405,-0.2417911843270404
DVN,6.971842,1.4277451,0.21857001,0.093100004,62.949,1.549,20452458496,3.08,-0.38345867,-0.1550405508656042,0.39677938300686333,-0.1550405508656042
FANG,8.853831,1.0602695,0.1292,0.06336,32.861,1.423,40436412416,4.61,-0.33086848,-0.20771124014837483,0.385966611399011,-0.20771124014837483
DLR,156.74286,2.6950727,0.01849,0.00999,78.944,0.94,56467066880,3.01,0.10122454,-0.08612388583931618,0.29480801184918853,-0.08612388583931618
DFS,10.000802,2.6293492,0.28472,0.03185,76.665,1.192,47088050176,1.53,0.4599328,0.25066665062040894,0.4454582111541027,0.25066665062040894
DG,17.894325,2.7127092,0.15890001,0.03917,235.555,0.398,20111955968,2.61,-0.34140664,0.16230001733962118,0.46607908840452067,0.16230001733962118
DOV,22.938164,3.3133247,0.16876,0.06711,41.649,1.238,23649753088,1.21,-0.05128777,-0.09548923322817038,0.272459406373948,-0.09548923322817038
DOW,77.0375,1.2974737,0.020599999,0.01827,103.62,1.042,21781952512,9.17,-0.46476156,-0.35535422657758975,0.3441397589520416,-0.35535422657758975
DHI,9.571212,1.6028316,0.17649001,0.098900005,26.598,1.617,38809243648,1.27,-0.15443158,-0.24088211070950938,0.3423200477384018,-0.24088211070950938
DTE,18.367756,2.4069664,0.123380005,0.028299998,198.573,0.494,28206137344,3.18,0.2047894,0.11569693882848586,0.18861515614510552,0.11569693882848586
DUK,21.346493,1.9208912,0.09077,0.027309999,166.689,0.372,94544158720,3.45,0.21015358,0.08357368870802051,0.17487116159830599,0.08357368870802051
DD,37.539547,1.189449,0.03207,0.03112,31.846,1.243,27807098880,2.48,-0.1496073,-0.19602502648274522,0.3127988386408653,-0.19602502648274522
EMN,9.885988,1.5255255,0.16032,0.059520002,86.003,1.401,8960273408,4.36,-0.21825641,-0.24420108428439435,0.3103414884413121,-0.24420108428439435
ETN,30.466843,6.1509933,0.20201999,0.07605,53.883,1.078,113391656960,1.38,-0.058783174,-0.15315870109912855,0.38564540832650435,-0.15315870109912855
EBAY,16.550482,6.4952826,0.36479,0.06932,142.364,1.426,31729108992,1.71,0.36294055,0.09989126847075025,0.2890351012364966,0.09989126847075025
ECL,34.71837,10.878165,0.24774,0.07764,103.915,1.148,72377466880,1.03,0.110417604,0.010842721931023869,0.20754185738529896,0.010842721931023869
EIX,7.7185287,1.4019268,0.15001,0.02796,210.459,0.743,20996571136,6.07,-0.2457838,-0.3243501812890218,0.308832955555313,-0.3243501812890218
EA,38.50382,5.339638,0.14038,0.07121,30.747,0.786,39436718080,0.52,0.11994445,0.04621071447894476,0.28592850509902706,0.04621071447894476
ELV,16.034267,2.1859686,0.14175001,0.0493,70.397,0.782,93030998016,1.68,-0.2251594,0.011223961879645472,0.2744446337293729,0.011223961879645472
EMR,30.22753,2.961526,0.07704,0.04448,31.298,1.275,60681281536,1.99,-0.0068519115,-0.0036772652640626458,0.319653188951378,-0.0036772652640626458
ETR,26.951456,2.3624861,0.08853,0.03204,199.493,0.547,35874861056,2.88,0.54274607,0.2511891301012097,0.27189918974129024,0.2511891301012097
EQT,84.77869,1.4941782,0.022969998,0.0125,34.392,1.356,30957942784,1.25,0.25055873,0.3929718441455943,0.3737970197170872,0.3929718441455943
EFX,53.844894,6.578567,0.12519,0.05641,97.097,1.651,32768663552,0.77,0.14780891,-0.014134168839168848,0.3416986866168666,-0.014134168839168848
EQIX,91.4347,6.1627474,0.07059,0.031570002,141.235,0.945,85593956352,2.18,0.2310692,-0.0289666694202515,0.2732066039911063,-0.0289666694202515
EQR,27.346756,2.4673197,0.08901,0.02643,70.333,0.866,28058124288,3.92,0.07146108,-0.016191425012597294,0.22453746694040677,-0.016191425012597294
ERIE,30.431122,9.05175,0.3238,0.16288,0.615,0.46,18712985600,1.55,-0.09968972,-0.21347893413191776,0.33160572135826116,-0.21347893413191776
ESS,27.78161,3.3512428,0.12810999,0.028299998,118.416,0.798,20027146240,3.61,0.1364708,-0.011396571500374542,0.23914988947788735,-0.011396571500374542
EG,17.270203,1.0277843,0.06122,0.01207,25.368,0.429,14586972160,2.37,-0.08729881,-0.0825684603018062,0.26510136204234686,-0.0825684603018062
EVRG,18.168865,1.5908146,0.090050004,0.02868,142.309,0.505,15838694400,3.9,0.26487982,0.17335553781017454,0.15673754148338853,0.17335553781017454
EXC,17.33829,1.6978523,0.10099,0.027590001,174.847,0.47,47084945408,3.43,0.24565625,0.20274880264848538,0.1924119744970845,0.20274880264848538
EXPE,18.005022,13.344776,0.43832,0.04724,235.584,1.657,20579424256,1.01,0.369635,0.019792776087194097,0.4560100442495576,0.019792776087194097
EXPD,19.494757,6.9226475,0.35157,0.14029,25.561,1.025,15361282048,1.33,-0.046537936,-0.06301086832375768,0.2416499890721131,-0.06301086832375768
EXR,35.003487,2.3002567,0.063930005,0.03329,89.633,0.973,33350965248,4.37,0.045182228,-0.07138942266234527,0.2576149081192117,-0.07138942266234527
XOM,13.804847,1.7865633,0.14515,0.062459998,17.852,0.579,468126138368,3.74,-0.08810347,-0.06507672977749845,0.23812035132478146,-0.06507672977749845
FDS,30.924822,8.0536375,0.28119,0.10808,80.856,0.822,16546453504,0.97,0.0038294792,-0.0524981362164294,0.22183166926039014,-0.0524981362164294
FAST,40.6475,12.637183,0.32351002,0.20121,13.435,1.039,46632517632,2.18,0.17945349,0.05535581421586877,0.25367702111110935,0.05535581421586877
FRT,28.102339,2.7337372,0.091529995,0.031059999,133.197,1.103,8302789120,4.62,-0.06616998,-0.1271182373519648,0.22639119429167798,-0.1271182373519648
FIS,55.690144,2.6749654,0.04546,0.026889998,73.51,1.078,41581686784,2.06,0.098840475,-0.11564661080736505,0.27142383033666106,-0.11564661080736505
FE,22.88032,1.9755212,0.09274,0.02962,178.805,0.392,24825075712,4.16,0.089449525,0.027339987341722605,0.20140977151924191,0.027339987341722605
F,7.0856166,0.91451555,0.13448,0.01164,358.603,1.433,41137410048,7.37,-0.1810137,0.04017519214080578,0.3783574140860437,0.04017519214080578
FTV,29.97149,2.2690597,0.07695,0.041020002,39.337,1.171,23225835520,0.48,-0.12223977,-0.08294076162020814,0.26486983217823323,-0.08294076162020814
FOXA,10.802575,1.989802,0.20055,0.08124,68.766,0.52,22018412544,1.1,0.53285575,0.2044751332255379,0.25395359944671136,0.2044751332255379
FOX,10.028971,1.8473063,0.20055,0.08124,68.766,0.52,21934510080,1.18,0.55070996,0.21179035371199606,0.25293629379325233,0.21179035371199606
BEN,30.234377,0.81357217,0.04018,0.02474,24.264,1.388,10166452224,6.83,-0.19846022,-0.042990782548478434,0.3370566845415899,-0.042990782548478434
FCX,30.90164,2.9840114,0.14062001,0.07496,32.19,1.708,52779999232,1.65,-0.27829534,-0.1839688084393697,0.45284686746850866,-0.1839688084393697
GRMN,24.934036,4.452926,0.19036,0.1105,2.181,0.938,36390248448,1.93,0.12538409,0.1447672684079715,0.4031856281045131,0.1447672684079715
GE,32.603477,11.431895,0.27197,0.03718,106.4,1.055,220081569792,0.71,0.24069226,0.18948907523990832,0.343647582776734,0.18948907523990832
GEHC,14.723969,3.4927788,0.26444,0.05867,97.515,1.309,32088430592,0.21,-0.1484837,-0.17414088378419068,0.32963544140785633,-0.17414088378419068
GEN,25.439314,7.430727,0.28059,0.07944,396.606,1.004,15991839744,1.95,0.27808285,-0.032930515610659405,0.3050684564368041,-0.032930515610659405
GD,19.08599,3.3186226,0.18228,0.055999998,51.775,0.429,73867943936,2.21,-0.057715,-0.07864238876076945,0.22134312440026047,-0.07864238876076945
GIS,12.268131,3.2992492,0.26834,0.07201,149.142,0.142,30567088128,4.32,-0.20497781,-0.16078470711522874,0.21817987397286975,-0.16078470711522874
GM,6.3638268,0.6993431,0.08557,0.02755,199.738,1.277,44028592128,1.33,0.004235387,-0.1132389888906663,0.36946412625376446,-0.1132389888906663
GPC,19.459017,3.7020864,0.19131,0.04816,136.683,0.832,16474372096,3.52,-0.2567181,0.023855779371266372,0.32846098560379317,0.023855779371266372
GILD,22.006302,6.8356824,0.32654998,0.11996,131.104,0.343,130413740032,3.06,0.5938561,0.20755729516994892,0.2550126467180183,0.20755729516994892
GPN,12.647728,0.8696769,0.07026,0.03258,74.632,0.975,19156199424,1.31,-0.31238216,-0.208212043922402,0.3864661979109031,-0.208212043922402
GS,13.137851,1.6684693,0.12255,0.008590001,535.484,1.323,175941337088,2.17,0.2639326,0.08887838561553196,0.33921499367550506,0.08887838561553196
HAL,8.4916315,1.6854912,0.21004,0.09115,82.371,1.464,17447915520,3.41,-0.4573918,-0.24999521054547358,0.38433564635508094,-0.24999521054547358
HIG,12.3668995,2.1419814,0.18495001,0.03079,25.92,0.673,35240136704,1.71,0.24453521,0.10905056545103631,0.2340072244887996,0.10905056545103631
HAS,20.349834,7.1982255,0.39041,0.083459996,278.205,0.496,8640168960,4.61,-0.012524426,-0.03152500659371016,0.3629168268221156,-0.03152500659371016
DOC,43.865856,1.5345564,0.0332,0.017439999,103.846,0.994,12564536320,6.86,-0.06273061,-0.1723030573248966,0.2269479565766789,-0.1723030573248966
HSY,20.469213,7.1918135,0.37483,0.109589994,126.481,0.269,33667999744,3.28,-0.15556788,-0.062173622801766526,0.2668838199566255,-0.062173622801766526
HES,18.282549,3.5357459,0.22753,0.09994,76.69,0.888,40828923904,1.54,-0.18299133,-0.013312493164459593,0.2867935106330764,-0.013312493164459593
HPE,8.072116,0.87425154,0.12060001,0.02473,70.88,1.218,22055010304,3.17,-0.026690364,-0.1438715408571246,0.478173368110179,-0.1438715408571246
HD,24.354124,54.359283,3.8537202,0.15585,950.075,1.091,360915140608,2.57,0.045063496,-0.07100024998767251,0.23115622396774002,-0.07100024998767251
HON,24.453447,7.829567,0.32676998,0.07409,188.514,1.002,136849711104,2.14,0.076247334,0.045076562326576974,0.24190452633324208,0.045076562326576974
HRL,21.40942,2.0232143,0.09523,0.04913,35.547,0.313,16247180288,3.95,-0.16434461,-0.021360730670565986,0.23437089232498184,-0.021360730670565986
HST,15.489584,1.5512204,0.09996,0.03911,83.171,1.283,10455066624,5.51,-0.2209115,-0.12967957390426021,0.28915123228423156,-0.12967957390426021
HWM,49.545753,12.9304905,0.28295,0.101969995,69.366,1.066,61320785920,0.27,0.87641025,0.5147018992326058,0.38747218922116006,0.5147018992326058
HUBB,23.54395,5.712095,0.25917,0.10083,56.846,0.941,18655062016,1.54,-0.09679115,-0.20368896277189696,0.3443518424131972,-0.20368896277189696
HUM,18.062853,1.7390448,0.10099,0.047220003,77.075,0.63,30869649408,1.38,-0.20122296,0.0030778377563991377,0.41719379808090046,0.0030778377563991377
HII,16.446686,1.8766853,0.12271,0.036259998,71.36,0.33,8956702720,2.37,-0.07614833,-0.08768601064499959,0.44132907515264036,-0.08768601064499959
IBM,41.6767,8.42987,0.21851,0.044689998,247.978,0.662,226595078144,2.8,0.44626153,0.1754904910107884,0.2745098570115105,0.1754904910107884
IEX,28.328299,3.4527962,0.12724,0.06903,49.663,1.047,13460824064,1.57,-0.20492697,-0.12154811076197869,0.26795080196129395,-0.12154811076197869
ITW,21.31294,21.932695,1.07584,0.16532,254.874,1.139,71028318208,2.51,-0.019186616,-0.04195435049359619,0.21784442725739428,-0.04195435049359619
ICE,35.939957,3.5619164,0.10421,0.020869998,73.534,1.103,99727106048,1.12,0.30911875,0.04430011849238791,0.18873910318893888,0.04430011849238791
IFF,82.54737,1.4450772,0.0173,0.015149999,69.161,1.233,20054738944,2.06,-0.10145432,-0.21571405828792178,0.26694969850383893,-0.21571405828792178
IP,38.495728,1.0891593,0.03006,0.021930002,55.804,0.948,23775535104,4.22,0.20975745,-0.03041037509893585,0.34616895326063746,-0.03041037509893585
IPG,19.377863,2.6218755,0.13577,0.051220004,113.87,1.002,9385722880,5.29,-0.1878255,-0.13528039088277255,0.2746008377946043,-0.13528039088277255
IVZ,11.468,0.600268,0.05092,0.02438,6.111,1.238,6415715328,6.03,-0.061994612,-0.18342977363150104,0.374973454122108,-0.18342977363150104
INVH,45.519234,2.2390742,0.048070002,0.023659999,83.07,0.861,21760446464,3.3,0.02093637,0.08802782083598548,0.22455389228646788,0.08802782083598548
JBHT,24.123634,3.4037094,0.13971,0.061100002,49.659,1.266,13161139200,1.36,-0.21599418,-0.2648470828319842,0.318078536703132,-0.2648470828319842
JBL,33.842342,12.120673,0.24104,0.0461,242.489,1.121,16129658880,0.22,0.25900018,0.18391869769718094,0.4062572238809191,0.18391869769718094
JKHY,31.76937,6.5062733,0.21903,0.112959996,10.412,0.716,12853322752,1.33,0.05914235,-0.031111177621938824,0.21214713579462235,-0.031111177621938824
J,34.339725,3.6634126,0.0817,0.04547,60.421,0.727,15359664128,1.03,0.004639387,-0.11534183497745865,0.23940641505702573,-0.11534183497745865
JNJ,17.263626,4.7799435,0.29447,0.0777,66.896,0.48,373422063616,3.37,0.034769177,-0.010532959540043296,0.1853656805143855,-0.010532959540043296
JCI,41.593895,3.6808758,0.08182,0.03691,65.324,1.233,58485014528,1.7,0.39868546,0.15668727656982262,0.31952590778735623,0.15668727656982262
K,20.828716,7.328075,0.38149,0.081199996,155.528,0.35,28545912832,2.75,0.36836886,0.04121891779780151,0.2143051223332647,0.04121891779780151
KDP,31.195452,1.9063888,0.06126,0.04058,76.418,0.548,46605942784,2.7,0.006207466,0.056048582081386744,0.18854073362525764,0.056048582081386744
KMB,17.84605,39.478603,2.0706,0.115430005,595.098,0.393,43464581120,3.88,-0.04570502,-0.01091662515441516,0.1910488956283693,-0.01091662515441516
KIM,27.868422,1.3592607,0.05208,0.02163,75.508,1.248,14391789568,4.77,0.09685862,-0.08734601181881552,0.23524839853207022,-0.08734601181881552
KMI,22.98276,1.9356712,0.0845,0.03728,103.99,0.726,59259043840,4.45,0.41626275,0.12190986023310413,0.2531110892920796,0.12190986023310413
KKR,36.107033,4.4340544,0.081520006,0.01449,82.822,1.769,108957237248,0.61,0.20503104,-0.1529232899212346,0.46662701351235825,-0.1529232899212346
KLAC,25.43336,23.125828,1.04097,0.19229001,146.909,1.364,92808282112,1.01,-0.029113233,0.008778277393459932,0.48828688686999916,0.008778277393459932
KHC,13.13242,0.6919616,0.0535,0.037520003,43.55,0.418,34038609920,5.61,-0.21595597,-0.1528273166304065,0.22589687233944478,-0.1528273166304065
