Ticker,Score
ENPH,0.993421052631579
DAY,0.9314499227161981
LUV,0.9308228105105969
CRL,0.9300647088103533
IVZ,0.9134601529957299
INCY,0.9080551989730423
DOC,0.8815232768331982
ARE,0.8747920541772549
AES,0.86398214613188
BEN,0.8620778863535146
EQT,0.8566565586439967
FRT,0.8564617117707158
KIM,0.8533900081213486
CFG,0.852944643839564
TECH,0.8478589767100678
HBAN,0.8405874223887242
EPAM,0.8373519818710538
WY,0.8325806895286997
CSGP,0.8262817322050768
APA,0.8249128919860625
VTR,0.8240745592203504
IP,0.8208505802834611
DASH,0.813285936967855
VLO,0.803656571742946
FITB,0.8004096696451826
DOW,0.7994681826517511
CPT,0.7931381153231509
KKR,0.7917741872101856
UDR,0.7912878887113255
DD,0.7899452463912393
TPL,0.7894474863115979
F,0.7869161143276308
HST,0.7864085300358912
GEN,0.7843732807628828
AXON,0.7811967855178015
