Ticker,Score
GOOGL,0.664529078360945
GOOG,0.6639883685432167
HSY,0.6620882480609798
UNH,0.6495453011364838
BRK-B,0.6434312532331228
ABT,0.6314971476533336
GWW,0.6289855100476287
SNA,0.6287614408834411
GIS,0.6281191669139138
ACGL,0.6255222000451052
GRMN,0.6251619328351412
MMC,0.623117360168111
LMT,0.6211854857676691
LIN,0.6202209527531292
CMCSA,0.6162988263059017
CBOE,0.615495003680871
VZ,0.6149619120394166
KMB,0.6141597174431042
V,0.614141409746154
JNJ,0.6114774591927249
HUBB,0.6112045185694961
LLY,0.6091505044307242
ACN,0.6076995423076497
ETN,0.6048536219262688
SO,0.6044744017909919
AON,0.6035997769018402
CTSH,0.6016867122987756
SYK,0.6011936141253231
CL,0.6004485381372728
ZTS,0.5994740860005066
CME,0.5913804430594198
DHI,0.5906711927083448
GILD,0.5905956122996399
KO,0.590213447625325
WM,0.5896777252501423
